Race,Driver,LapNumber,Stint,Compound,TyreLife,Normalized_TyreLife,LapTime_Sec,Position,GapToAhead_Sec,GapToBehind_Sec,TrackTemp_C,AirTemp_C,IsPitInLap,PitNextLap
Bahrain Grand Prix,SAI,23,2,HARD,5,0.1429,91.231,19,4.41,2.191,34.5,26.5,0,0
Bahrain Grand Prix,SAI,24,2,HARD,6,0.1714,91.289,15,3.336,3.244,38.5,23.8,0,0
Bahrain Grand Prix,SAI,25,2,HARD,7,0.2,91.764,17,2.5,0.566,38.8,21.7,0,0
Bahrain Grand Prix,SAI,26,2,HARD,8,0.2286,91.568,14,3.288,2.586,35.7,28.6,0,0
Bahrain Grand Prix,SAI,27,2,HARD,9,0.2571,90.746,12,1.17,2.87,33.7,24.8,0,0
Bahrain Grand Prix,SAI,28,2,HARD,10,0.2857,92.023,11,3.942,4.158,40.8,29.6,0,0
Bahrain Grand Prix,SAI,29,2,HARD,11,0.3143,91.467,11,2.21,1.387,37.2,21.9,0,0
Bahrain Grand Prix,SAI,30,2,HARD,12,0.3429,91.709,14,2.686,1.655,34.3,23.1,0,0
Bahrain Grand Prix,SAI,31,2,HARD,13,0.3714,91.735,16,0.903,3.729,36.0,29.8,0,0
Bahrain Grand Prix,SAI,32,2,HARD,14,0.4,92.118,11,1.055,4.367,42.0,21.8,0,0
Bahrain Grand Prix,SAI,33,2,HARD,15,0.4286,92.088,10,4.63,2.41,31.3,28.2,0,0
Bahrain Grand Prix,SAI,34,2,HARD,16,0.4571,91.765,12,0.695,3.349,44.3,26.0,0,0
Bahrain Grand Prix,SAI,35,2,HARD,17,0.4857,92.023,9,4.072,3.41,32.6,23.6,0,0
Bahrain Grand Prix,SAI,36,2,HARD,18,0.5143,92.101,10,4.55,2.09,33.6,27.8,0,0
Bahrain Grand Prix,SAI,37,2,HARD,19,0.5429,92.371,7,3.504,0.93,39.4,24.5,0,0
Bahrain Grand Prix,SAI,38,2,HARD,20,0.5714,92.11,18,1.188,1.559,43.0,24.7,0,0
Bahrain Grand Prix,SAI,39,2,HARD,21,0.6,92.003,5,3.389,3.232,38.2,22.3,0,0
Bahrain Grand Prix,SAI,40,2,HARD,22,0.6286,92.447,14,3.344,0.763,32.1,22.7,0,0
Bahrain Grand Prix,SAI,41,2,HARD,23,0.6571,92.909,10,2.427,3.729,40.4,29.9,0,0
Bahrain Grand Prix,SAI,42,2,HARD,24,0.6857,92.801,14,0.968,3.76,38.7,22.7,0,0
Bahrain Grand Prix,SAI,43,2,HARD,25,0.7143,92.375,9,3.277,2.491,42.5,26.7,0,0
Bahrain Grand Prix,SAI,44,2,HARD,26,0.7429,92.553,12,1.552,2.93,43.2,26.5,0,0
Bahrain Grand Prix,SAI,45,2,HARD,27,0.7714,92.312,3,1.356,0.736,35.7,23.6,0,0
Bahrain Grand Prix,SAI,46,2,HARD,28,0.8,92.984,3,3.788,2.593,30.9,25.6,0,0
Bahrain Grand Prix,SAI,47,2,HARD,29,0.8286,92.723,16,2.343,2.402,42.3,20.0,0,0
Bahrain Grand Prix,SAI,48,2,HARD,30,0.8571,93.208,16,3.492,4.08,43.9,22.3,0,0
Bahrain Grand Prix,SAI,49,2,HARD,31,0.8857,92.857,5,3.817,3.959,33.7,26.7,0,0
Bahrain Grand Prix,SAI,50,2,HARD,32,0.9143,93.131,6,1.657,4.046,43.0,26.1,0,0
Bahrain Grand Prix,SAI,51,2,HARD,33,0.9429,92.981,14,1.029,1.523,35.1,23.8,0,0
Bahrain Grand Prix,SAI,52,2,HARD,34,0.9714,93.377,2,4.716,2.992,34.6,24.0,0,0
Bahrain Grand Prix,SAI,53,2,HARD,35,1.0,93.989,6,4.637,2.736,44.9,28.5,0,0
Bahrain Grand Prix,SAI,54,2,HARD,36,1.0286,93.248,10,2.755,2.287,38.1,26.3,0,0
Bahrain Grand Prix,SAI,55,2,HARD,37,1.0571,93.704,14,4.127,4.055,34.6,20.8,0,0
Bahrain Grand Prix,PER,1,1,SOFT,1,0.0286,89.965,18,3.384,4.201,32.0,28.6,0,0
Bahrain Grand Prix,PER,2,1,SOFT,2,0.0571,89.538,14,4.542,4.232,34.8,29.5,0,0
Bahrain Grand Prix,PER,3,1,SOFT,3,0.0857,89.829,6,1.159,2.154,31.0,20.3,0,0
Bahrain Grand Prix,PER,4,1,SOFT,4,0.1143,89.831,13,4.714,4.442,34.2,28.5,0,0
Bahrain Grand Prix,PER,5,1,SOFT,5,0.1429,89.798,11,3.288,3.426,32.3,20.6,0,0
Bahrain Grand Prix,PER,6,1,SOFT,6,0.1714,89.811,2,2.681,3.894,39.3,23.0,0,0
Bahrain Grand Prix,PER,7,1,SOFT,7,0.2,90.317,19,1.268,0.836,41.7,22.7,0,0
Bahrain Grand Prix,PER,8,1,SOFT,8,0.2286,90.162,1,2.792,4.985,42.2,26.2,0,0
Bahrain Grand Prix,PER,9,1,SOFT,9,0.2571,89.874,4,2.872,2.417,32.0,28.9,0,0
Bahrain Grand Prix,PER,10,1,SOFT,10,0.2857,89.843,7,2.865,2.667,32.7,23.9,0,0
Bahrain Grand Prix,PER,11,1,SOFT,11,0.3143,90.208,5,0.55,2.373,37.2,20.2,0,0
Bahrain Grand Prix,PER,12,1,SOFT,12,0.3429,90.56,7,3.285,1.956,42.5,26.3,0,0
Bahrain Grand Prix,PER,13,1,SOFT,13,0.3714,90.225,18,0.791,0.692,35.6,22.7,0,0
Bahrain Grand Prix,PER,14,1,SOFT,14,0.4,90.502,4,4.391,1.596,39.8,28.1,0,0
Bahrain Grand Prix,PER,15,1,SOFT,15,0.4286,91.139,6,2.266,4.803,32.0,21.0,0,0
Bahrain Grand Prix,PER,16,1,SOFT,16,0.4571,90.781,2,2.469,1.646,42.6,20.4,0,0
Bahrain Grand Prix,PER,17,1,SOFT,17,0.4857,90.786,8,2.577,3.367,39.9,29.0,0,0
Bahrain Grand Prix,PER,18,1,SOFT,18,0.5143,91.15,13,1.176,3.818,37.7,26.8,0,1
Bahrain Grand Prix,PER,19,1,SOFT,19,0.5429,91.295,13,0.671,3.858,39.9,28.0,1,0
Bahrain Grand Prix,PER,20,2,HARD,1,0.0286,89.656,14,4.962,4.868,44.1,27.8,0,0
Bahrain Grand Prix,PER,21,2,HARD,2,0.0571,90.391,19,1.283,0.943,39.9,27.6,0,0
Bahrain Grand Prix,PER,22,2,HARD,3,0.0857,90.673,9,2.219,1.426,31.8,26.2,0,0
Bahrain Grand Prix,PER,23,2,HARD,4,0.1143,90.315,14,0.812,4.819,37.2,29.0,0,0
Bahrain Grand Prix,PER,24,2,HARD,5,0.1429,90.389,8,1.013,2.687,43.8,25.2,0,0
Bahrain Grand Prix,PER,25,2,HARD,6,0.1714,90.572,2,1.076,2.022,43.9,22.2,0,0
Bahrain Grand Prix,PER,26,2,HARD,7,0.2,90.483,18,4.744,1.583,31.8,22.0,0,0
Bahrain Grand Prix,PER,27,2,HARD,8,0.2286,90.333,14,0.557,4.966,40.1,23.2,0,0
Bahrain Grand Prix,PER,28,2,HARD,9,0.2571,90.817,15,1.635,3.898,36.9,28.4,0,0
Bahrain Grand Prix,PER,29,2,HARD,10,0.2857,91.122,8,3.01,1.313,30.8,23.2,0,0
Bahrain Grand Prix,PER,30,2,HARD,11,0.3143,90.857,13,1.242,1.093,40.9,28.2,0,0
Bahrain Grand Prix,PER,31,2,HARD,12,0.3429,91.372,15,2.776,4.283,41.0,25.4,0,0
Bahrain Grand Prix,PER,32,2,HARD,13,0.3714,91.285,19,1.182,0.922,38.7,28.8,0,0
Bahrain Grand Prix,PER,33,2,HARD,14,0.4,91.955,5,1.22,2.577,30.1,22.5,0,0
Bahrain Grand Prix,PER,34,2,HARD,15,0.4286,91.332,10,3.459,1.899,41.1,28.2,0,0
Bahrain Grand Prix,PER,35,2,HARD,16,0.4571,91.252,2,2.099,4.027,38.3,20.1,0,0
Bahrain Grand Prix,PER,36,2,HARD,17,0.4857,91.348,2,3.914,3.553,41.3,28.4,0,0
Bahrain Grand Prix,PER,37,2,HARD,18,0.5143,91.786,6,4.445,4.984,35.5,24.5,0,0
Bahrain Grand Prix,PER,38,2,HARD,19,0.5429,91.852,3,1.12,3.484,30.0,21.8,0,0
Bahrain Grand Prix,PER,39,2,HARD,20,0.5714,91.869,10,3.288,2.1,41.9,20.9,0,0
Bahrain Grand Prix,PER,40,2,HARD,21,0.6,91.726,14,3.755,0.969,33.4,27.0,0,0
Bahrain Grand Prix,PER,41,2,HARD,22,0.6286,92.584,2,3.197,3.21,30.3,23.2,0,0
Bahrain Grand Prix,PER,42,2,HARD,23,0.6571,91.776,13,3.857,4.919,33.1,28.3,0,0
Bahrain Grand Prix,PER,43,2,HARD,24,0.6857,92.201,19,2.481,1.164,34.9,24.3,0,0
Bahrain Grand Prix,PER,44,2,HARD,25,0.7143,92.164,15,4.993,4.699,39.6,24.2,0,0
Bahrain Grand Prix,PER,45,2,HARD,26,0.7429,92.234,4,2.733,1.302,40.3,29.9,0,0
Bahrain Grand Prix,PER,46,2,HARD,27,0.7714,92.557,16,1.413,3.045,44.7,21.7,0,0
Bahrain Grand Prix,PER,47,2,HARD,28,0.8,92.643,11,0.609,4.243,34.1,25.2,0,0
Bahrain Grand Prix,PER,48,2,HARD,29,0.8286,92.585,10,4.337,1.515,35.7,24.6,0,0
Bahrain Grand Prix,PER,49,2,HARD,30,0.8571,92.547,17,2.458,4.718,40.6,26.3,0,0
Bahrain Grand Prix,PER,50,2,HARD,31,0.8857,92.689,4,3.945,1.215,39.2,21.4,0,0
Bahrain Grand Prix,PER,51,2,HARD,32,0.9143,92.781,4,0.56,1.772,30.7,20.4,0,0
Bahrain Grand Prix,PER,52,2,HARD,33,0.9429,92.586,14,1.623,1.724,41.4,24.5,0,0
Bahrain Grand Prix,PER,53,2,HARD,34,0.9714,92.666,13,1.707,1.204,42.8,20.5,0,0
Bahrain Grand Prix,PER,54,2,HARD,35,1.0,93.248,4,1.918,3.973,31.3,22.4,0,0
Bahrain Grand Prix,RUS,1,1,MEDIUM,1,0.0286,91.229,7,2.271,4.225,41.8,26.2,0,0
Bahrain Grand Prix,RUS,2,1,MEDIUM,2,0.0571,90.903,5,3.444,1.391,38.5,24.6,0,0
Bahrain Grand Prix,RUS,3,1,MEDIUM,3,0.0857,90.879,12,2.073,1.013,32.3,22.3,0,0
Bahrain Grand Prix,RUS,4,1,MEDIUM,4,0.1143,91.119,1,2.855,1.016,42.9,27.2,0,0
Bahrain Grand Prix,RUS,5,1,MEDIUM,5,0.1429,90.928,9,4.063,2.97,39.2,22.3,0,0
Bahrain Grand Prix,RUS,6,1,MEDIUM,6,0.1714,91.062,5,4.756,4.325,40.0,24.6,0,0
Bahrain Grand Prix,RUS,7,1,MEDIUM,7,0.2,91.488,16,2.571,3.872,34.4,27.9,0,0
Bahrain Grand Prix,RUS,8,1,MEDIUM,8,0.2286,91.205,3,0.734,4.038,33.0,22.6,0,0
Bahrain Grand Prix,RUS,9,1,MEDIUM,9,0.2571,91.157,4,3.905,2.837,33.1,28.8,0,0
Bahrain Grand Prix,RUS,10,1,MEDIUM,10,0.2857,91.368,17,0.622,0.793,37.0,29.1,0,0
Bahrain Grand Prix,RUS,11,1,MEDIUM,11,0.3143,91.13,1,2.258,4.093,35.6,24.5,0,0
Bahrain Grand Prix,RUS,12,1,MEDIUM,12,0.3429,91.397,5,4.84,1.417,37.8,22.9,0,0
Bahrain Grand Prix,RUS,13,1,MEDIUM,13,0.3714,91.629,9,3.099,3.356,42.0,24.0,0,0
Bahrain Grand Prix,RUS,14,1,MEDIUM,14,0.4,91.778,10,2.514,3.01,32.5,26.1,0,0
Bahrain Grand Prix,RUS,15,1,MEDIUM,15,0.4286,92.054,13,4.578,1.746,44.8,21.4,0,0
Bahrain Grand Prix,RUS,16,1,MEDIUM,16,0.4571,91.784,5,3.797,4.192,34.7,28.0,0,0
Bahrain Grand Prix,RUS,17,1,MEDIUM,17,0.4857,91.872,14,0.876,4.471,42.1,25.1,0,0
Bahrain Grand Prix,RUS,18,1,MEDIUM,18,0.5143,92.061,13,1.954,4.987,44.7,26.6,0,0
Bahrain Grand Prix,RUS,19,1,MEDIUM,19,0.5429,92.274,5,3.019,2.873,40.8,28.9,0,0
Bahrain Grand Prix,RUS,20,1,MEDIUM,20,0.5714,92.289,9,4.186,2.934,40.7,23.1,0,1
Bahrain Grand Prix,RUS,21,1,MEDIUM,21,0.6,92.232,11,4.556,3.433,34.7,22.5,1,0
Bahrain Grand Prix,RUS,22,2,HARD,1,0.0286,91.154,16,3.704,4.217,31.5,22.4,0,0
Bahrain Grand Prix,RUS,23,2,HARD,2,0.0571,91.229,2,2.066,2.527,41.2,26.5,0,0
Bahrain Grand Prix,RUS,24,2,HARD,3,0.0857,90.901,5,4.128,4.297,33.8,20.3,0,0
Bahrain Grand Prix,RUS,25,2,HARD,4,0.1143,91.672,16,0.979,1.917,30.1,26.8,0,0
Bahrain Grand Prix,RUS,26,2,HARD,5,0.1429,91.558,1,4.267,1.757,39.6,26.9,0,0
Bahrain Grand Prix,RUS,27,2,HARD,6,0.1714,91.269,15,1.874,1.457,30.5,23.0,0,0
Bahrain Grand Prix,RUS,28,2,HARD,7,0.2,91.729,12,1.547,4.133,30.9,29.0,0,0
Bahrain Grand Prix,RUS,29,2,HARD,8,0.2286,91.726,19,4.582,3.518,38.4,21.1,0,0
Bahrain Grand Prix,RUS,30,2,HARD,9,0.2571,91.334,4,2.217,1.08,36.2,28.0,0,0
Bahrain Grand Prix,RUS,31,2,HARD,10,0.2857,91.271,17,0.689,3.83,43.8,22.8,0,0
Bahrain Grand Prix,RUS,32,2,HARD,11,0.3143,91.812,19,4.217,3.647,42.6,29.8,0,0
Bahrain Grand Prix,RUS,33,2,HARD,12,0.3429,92.188,14,3.77,1.871,42.4,22.8,0,0
Bahrain Grand Prix,RUS,34,2,HARD,13,0.3714,92.172,8,1.685,0.708,38.5,22.8,0,0
Bahrain Grand Prix,RUS,35,2,HARD,14,0.4,92.62,14,3.193,1.838,34.5,27.4,0,0
Bahrain Grand Prix,RUS,36,2,HARD,15,0.4286,92.348,14,2.032,4.951,39.4,25.3,0,0
Bahrain Grand Prix,RUS,37,2,HARD,16,0.4571,92.545,17,1.784,2.431,34.0,27.9,0,0
Bahrain Grand Prix,RUS,38,2,HARD,17,0.4857,92.866,16,4.241,3.195,31.7,20.9,0,0
Bahrain Grand Prix,RUS,39,2,HARD,18,0.5143,92.696,9,3.511,4.232,43.2,25.7,0,0
Bahrain Grand Prix,RUS,40,2,HARD,19,0.5429,91.885,12,4.598,2.59,32.1,23.4,0,0
Bahrain Grand Prix,RUS,41,2,HARD,20,0.5714,92.81,8,4.766,2.504,41.8,26.4,0,0
Bahrain Grand Prix,RUS,42,2,HARD,21,0.6,92.518,4,2.23,2.695,39.8,29.5,0,0
Bahrain Grand Prix,RUS,43,2,HARD,22,0.6286,92.898,2,2.628,4.927,34.0,24.1,0,0
Bahrain Grand Prix,RUS,44,2,HARD,23,0.6571,92.907,8,1.575,2.613,36.8,24.7,0,0
Bahrain Grand Prix,RUS,45,2,HARD,24,0.6857,92.843,3,1.382,3.249,34.2,22.1,0,0
Bahrain Grand Prix,RUS,46,2,HARD,25,0.7143,92.989,14,0.723,4.25,42.7,22.8,0,0
Bahrain Grand Prix,RUS,47,2,HARD,26,0.7429,93.122,7,4.112,3.074,37.7,22.9,0,0
Bahrain Grand Prix,RUS,48,2,HARD,27,0.7714,93.161,5,1.781,4.182,38.0,28.8,0,0
Bahrain Grand Prix,RUS,49,2,HARD,28,0.8,93.449,9,0.634,3.539,30.7,24.5,0,0
Bahrain Grand Prix,RUS,50,2,HARD,29,0.8286,93.731,8,4.584,3.713,39.1,23.1,0,0
Bahrain Grand Prix,RUS,51,2,HARD,30,0.8571,93.263,13,3.733,4.793,40.8,28.6,0,0
Bahrain Grand Prix,RUS,52,2,HARD,31,0.8857,93.426,4,2.227,2.553,35.5,21.2,0,0
Bahrain Grand Prix,RUS,53,2,HARD,32,0.9143,93.745,8,3.88,0.82,31.2,23.5,0,0
Bahrain Grand Prix,RUS,54,2,HARD,33,0.9429,93.723,9,3.409,4.496,39.0,25.0,0,0
Bahrain Grand Prix,RUS,55,2,HARD,34,0.9714,93.871,19,4.61,3.257,43.1,27.2,0,0
Bahrain Grand Prix,RUS,56,2,HARD,35,1.0,93.855,8,4.19,3.627,38.0,24.5,0,0
Bahrain Grand Prix,RUS,57,2,HARD,36,1.0286,93.734,13,2.297,4.596,42.1,22.2,0,0
Bahrain Grand Prix,PIA,1,1,MEDIUM,1,0.0286,89.956,13,1.739,1.878,41.8,24.5,0,0
Bahrain Grand Prix,PIA,2,1,MEDIUM,2,0.0571,90.38,2,2.229,2.526,38.7,27.6,0,0
Bahrain Grand Prix,PIA,3,1,MEDIUM,3,0.0857,90.17,7,2.803,1.245,39.7,20.4,0,0
Bahrain Grand Prix,PIA,4,1,MEDIUM,4,0.1143,90.183,1,2.056,1.195,30.4,26.5,0,0
Bahrain Grand Prix,PIA,5,1,MEDIUM,5,0.1429,89.996,11,1.9,3.547,39.1,23.6,0,0
Bahrain Grand Prix,PIA,6,1,MEDIUM,6,0.1714,90.733,12,3.019,0.974,32.5,29.7,0,0
Bahrain Grand Prix,PIA,7,1,MEDIUM,7,0.2,90.231,14,0.639,2.246,32.4,20.2,0,0
Bahrain Grand Prix,PIA,8,1,MEDIUM,8,0.2286,90.614,15,2.695,1.085,42.5,23.7,0,0
Bahrain Grand Prix,PIA,9,1,MEDIUM,9,0.2571,90.551,6,3.213,4.22,44.8,22.9,0,0
Bahrain Grand Prix,PIA,10,1,MEDIUM,10,0.2857,90.178,15,1.182,0.639,44.6,27.7,0,0
Bahrain Grand Prix,PIA,11,1,MEDIUM,11,0.3143,90.825,13,2.938,3.929,42.5,24.4,0,1
Bahrain Grand Prix,PIA,12,1,MEDIUM,12,0.3429,91.009,10,4.221,3.691,32.7,25.1,1,0
Bahrain Grand Prix,PIA,13,2,HARD,1,0.0286,90.151,11,3.01,2.063,38.7,21.4,0,0
Bahrain Grand Prix,PIA,14,2,HARD,2,0.0571,90.696,3,1.177,4.175,33.1,27.8,0,0
Bahrain Grand Prix,PIA,15,2,HARD,3,0.0857,90.364,19,1.406,2.278,30.6,24.8,0,0
Bahrain Grand Prix,PIA,16,2,HARD,4,0.1143,90.935,4,4.581,1.096,38.9,26.0,0,0
Bahrain Grand Prix,PIA,17,2,HARD,5,0.1429,90.601,11,2.972,0.76,40.2,24.7,0,0
Bahrain Grand Prix,PIA,18,2,HARD,6,0.1714,90.305,12,4.863,4.771,37.7,20.9,0,0
Bahrain Grand Prix,PIA,19,2,HARD,7,0.2,90.897,4,1.786,1.415,41.4,23.9,0,0
Bahrain Grand Prix,PIA,20,2,HARD,8,0.2286,91.4,11,4.634,2.13,40.9,28.9,0,0
Bahrain Grand Prix,PIA,21,2,HARD,9,0.2571,90.52,15,3.94,3.081,44.3,22.0,0,0
Bahrain Grand Prix,PIA,22,2,HARD,10,0.2857,90.721,9,0.768,0.514,39.6,23.0,0,0
Bahrain Grand Prix,PIA,23,2,HARD,11,0.3143,91.034,3,2.517,2.797,39.4,29.3,0,0
Bahrain Grand Prix,PIA,24,2,HARD,12,0.3429,91.04,16,3.932,4.682,30.5,28.7,0,0
Bahrain Grand Prix,PIA,25,2,HARD,13,0.3714,91.95,16,4.189,2.0,41.0,25.3,0,0
Bahrain Grand Prix,PIA,26,2,HARD,14,0.4,91.585,15,4.957,1.403,44.9,20.9,0,0
Bahrain Grand Prix,PIA,27,2,HARD,15,0.4286,91.852,15,1.143,3.89,41.5,26.6,0,0
Bahrain Grand Prix,PIA,28,2,HARD,16,0.4571,91.27,1,4.307,3.261,31.3,24.9,0,0
Bahrain Grand Prix,PIA,29,2,HARD,17,0.4857,91.669,6,1.878,2.971,39.5,25.8,0,0
Bahrain Grand Prix,PIA,30,2,HARD,18,0.5143,91.603,2,0.527,0.954,43.0,26.8,0,0
Bahrain Grand Prix,PIA,31,2,HARD,19,0.5429,91.835,2,0.828,2.313,34.4,22.3,0,0
Bahrain Grand Prix,PIA,32,2,HARD,20,0.5714,91.545,7,2.306,1.816,32.3,22.7,0,0
Bahrain Grand Prix,PIA,33,2,HARD,21,0.6,92.044,7,1.517,3.382,44.7,26.0,0,0
Bahrain Grand Prix,PIA,34,2,HARD,22,0.6286,92.024,19,3.415,1.053,43.3,25.0,0,0
Bahrain Grand Prix,PIA,35,2,HARD,23,0.6571,92.736,8,2.996,3.367,37.9,24.6,0,0
Bahrain Grand Prix,PIA,36,2,HARD,24,0.6857,91.947,14,4.201,4.118,38.3,25.2,0,1
Bahrain Grand Prix,PIA,37,2,HARD,25,0.7143,92.448,18,2.307,1.214,43.2,28.2,1,0
Bahrain Grand Prix,PIA,38,3,MEDIUM,1,0.0286,89.902,11,1.722,2.311,31.5,21.9,0,0
Bahrain Grand Prix,PIA,39,3,MEDIUM,2,0.0571,90.286,6,4.531,3.125,37.0,23.4,0,0
Bahrain Grand Prix,PIA,40,3,MEDIUM,3,0.0857,90.422,12,3.834,1.923,31.5,23.6,0,0
Bahrain Grand Prix,PIA,41,3,MEDIUM,4,0.1143,90.452,12,3.073,4.582,44.1,24.2,0,0
Bahrain Grand Prix,PIA,42,3,MEDIUM,5,0.1429,90.228,6,2.198,4.838,31.3,26.9,0,0
Bahrain Grand Prix,PIA,43,3,MEDIUM,6,0.1714,89.82,10,1.126,1.644,43.1,21.8,0,0
Bahrain Grand Prix,PIA,44,3,MEDIUM,7,0.2,90.476,12,1.083,3.542,44.2,22.7,0,0
Bahrain Grand Prix,PIA,45,3,MEDIUM,8,0.2286,91.15,5,0.717,2.12,44.4,25.0,0,0
Bahrain Grand Prix,PIA,46,3,MEDIUM,9,0.2571,90.567,9,2.642,0.999,39.5,27.7,0,0
Bahrain Grand Prix,PIA,47,3,MEDIUM,10,0.2857,90.805,4,4.327,1.454,39.9,24.7,0,0
Bahrain Grand Prix,PIA,48,3,MEDIUM,11,0.3143,90.498,1,4.083,3.893,30.5,23.9,0,0
Bahrain Grand Prix,PIA,49,3,MEDIUM,12,0.3429,90.944,1,4.506,1.793,35.5,20.6,0,0
Bahrain Grand Prix,PIA,50,3,MEDIUM,13,0.3714,90.905,10,2.947,0.949,40.3,22.4,0,0
Bahrain Grand Prix,ALO,1,1,SOFT,1,0.0286,88.523,15,1.986,4.577,34.0,27.2,0,0
Bahrain Grand Prix,ALO,2,1,SOFT,2,0.0571,87.998,4,0.687,2.289,41.4,24.5,0,0
Bahrain Grand Prix,ALO,3,1,SOFT,3,0.0857,88.521,12,1.065,0.576,41.6,28.1,0,0
Bahrain Grand Prix,ALO,4,1,SOFT,4,0.1143,88.638,2,1.318,2.46,35.0,23.4,0,0
Bahrain Grand Prix,ALO,5,1,SOFT,5,0.1429,88.686,12,0.506,1.849,39.7,29.7,0,0
Bahrain Grand Prix,ALO,6,1,SOFT,6,0.1714,89.16,15,3.54,2.961,42.4,26.1,0,0
Bahrain Grand Prix,ALO,7,1,SOFT,7,0.2,88.824,4,4.548,3.696,44.1,26.0,0,0
Bahrain Grand Prix,ALO,8,1,SOFT,8,0.2286,88.971,13,3.863,2.632,30.9,29.6,0,0
Bahrain Grand Prix,ALO,9,1,SOFT,9,0.2571,89.223,15,3.026,3.996,33.1,27.3,0,0
Bahrain Grand Prix,ALO,10,1,SOFT,10,0.2857,89.355,7,1.134,3.301,41.7,25.8,0,0
Bahrain Grand Prix,ALO,11,1,SOFT,11,0.3143,89.459,8,4.579,1.237,39.6,28.1,0,0
Bahrain Grand Prix,ALO,12,1,SOFT,12,0.3429,89.365,15,4.629,1.807,37.0,28.9,0,0
Bahrain Grand Prix,ALO,13,1,SOFT,13,0.3714,89.458,17,4.688,2.738,33.5,20.4,0,0
Bahrain Grand Prix,ALO,14,1,SOFT,14,0.4,89.655,1,4.811,2.883,33.6,25.0,0,0
Bahrain Grand Prix,ALO,15,1,SOFT,15,0.4286,89.565,6,4.679,3.924,38.2,21.8,0,0
Bahrain Grand Prix,ALO,16,1,SOFT,16,0.4571,89.834,3,1.246,2.505,33.1,20.5,0,0
Bahrain Grand Prix,ALO,17,1,SOFT,17,0.4857,89.969,12,4.823,1.386,44.3,29.9,0,0
Bahrain Grand Prix,ALO,18,1,SOFT,18,0.5143,90.03,12,1.668,2.466,38.9,20.7,0,0
Bahrain Grand Prix,ALO,19,1,SOFT,19,0.5429,90.058,4,4.232,3.795,35.3,27.0,0,0
Bahrain Grand Prix,ALO,20,1,SOFT,20,0.5714,90.108,11,2.847,4.898,41.4,21.6,0,0
Bahrain Grand Prix,ALO,21,1,SOFT,21,0.6,90.629,15,1.544,2.562,41.7,29.6,0,0
Bahrain Grand Prix,ALO,22,1,SOFT,22,0.6286,90.21,18,3.972,2.745,30.2,20.1,0,1
Bahrain Grand Prix,ALO,23,1,SOFT,23,0.6571,90.492,10,4.121,0.707,42.1,21.8,1,0
Bahrain Grand Prix,ALO,24,2,HARD,1,0.0286,89.326,8,4.137,1.642,33.7,24.0,0,0
Bahrain Grand Prix,ALO,25,2,HARD,2,0.0571,90.331,7,2.173,2.266,41.3,29.2,0,0
Bahrain Grand Prix,ALO,26,2,HARD,3,0.0857,89.172,17,2.5,1.74,39.3,29.9,0,0
Bahrain Grand Prix,ALO,27,2,HARD,4,0.1143,89.929,18,3.455,1.582,32.9,29.2,0,0
Bahrain Grand Prix,ALO,28,2,HARD,5,0.1429,89.218,10,4.279,3.883,33.4,29.6,0,0
Bahrain Grand Prix,ALO,29,2,HARD,6,0.1714,89.888,9,4.777,3.117,36.5,25.8,0,0
Bahrain Grand Prix,ALO,30,2,HARD,7,0.2,89.641,3,1.969,4.278,32.2,24.3,0,0
Bahrain Grand Prix,ALO,31,2,HARD,8,0.2286,90.293,10,4.5,2.95,33.1,22.6,0,0
Bahrain Grand Prix,ALO,32,2,HARD,9,0.2571,89.884,16,1.992,4.348,33.1,20.7,0,0
Bahrain Grand Prix,ALO,33,2,HARD,10,0.2857,89.446,8,0.714,3.77,41.6,23.5,0,0
Bahrain Grand Prix,ALO,34,2,HARD,11,0.3143,90.227,4,1.182,4.441,38.1,22.8,0,0
Bahrain Grand Prix,ALO,35,2,HARD,12,0.3429,90.131,9,0.5,2.375,37.8,20.5,0,0
Bahrain Grand Prix,ALO,36,2,HARD,13,0.3714,90.317,10,1.403,1.416,30.2,24.4,0,0
Bahrain Grand Prix,ALO,37,2,HARD,14,0.4,90.269,19,3.484,3.839,42.7,24.2,0,0
Bahrain Grand Prix,ALO,38,2,HARD,15,0.4286,90.256,18,4.532,4.181,33.8,22.7,0,0
Bahrain Grand Prix,ALO,39,2,HARD,16,0.4571,90.488,15,4.13,4.932,41.3,23.9,0,0
Bahrain Grand Prix,ALO,40,2,HARD,17,0.4857,90.451,8,3.475,0.853,38.2,27.1,0,0
Bahrain Grand Prix,ALO,41,2,HARD,18,0.5143,90.858,9,1.71,3.328,37.2,23.6,0,0
Bahrain Grand Prix,ALO,42,2,HARD,19,0.5429,90.675,16,1.835,3.715,41.4,21.0,0,0
Bahrain Grand Prix,ALO,43,2,HARD,20,0.5714,91.396,4,4.876,2.52,32.4,21.8,0,0
Bahrain Grand Prix,ALO,44,2,HARD,21,0.6,91.755,7,2.578,4.644,40.4,27.3,0,0
Bahrain Grand Prix,ALO,45,2,HARD,22,0.6286,90.952,9,1.379,2.054,35.0,29.8,0,0
Bahrain Grand Prix,ALO,46,2,HARD,23,0.6571,91.307,3,1.035,3.941,40.1,24.4,0,0
Bahrain Grand Prix,ALO,47,2,HARD,24,0.6857,90.747,15,2.78,2.243,43.6,20.2,0,0
Bahrain Grand Prix,ALO,48,2,HARD,25,0.7143,91.421,11,4.275,0.551,40.6,29.7,0,0
